"","gender","SeniorCitizen","Partner","Dependents","tenure","PhoneService","MultipleLines","InternetService","OnlineSecurity","OnlineBackup","DeviceProtection","TechSupport","StreamingTV","StreamingMovies","Contract","PaperlessBilling","PaymentMethod","MonthlyCharges","TotalCharges","TotalDiff","Churn","tenure1","MonthlyCharges1"
"4964","Female",0,"No","No",18,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","Yes","MC",19.55,389.25,-37.35,"No","12-24","$0-$24"
"4965","Female",0,"Yes","No",71,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","CC",25.05,1873.7,-95.15,"No","60-72","$24-$48"
"4966","Male",1,"Yes","No",13,"Yes","Yes","FO","Yes","Yes","No","No","No","Yes","M-T-M","No","CC",93.8,1261,-41.6,"No","12-24","$72-$96"
"4967","Male",0,"No","No",3,"No","Nps","DSL","No","Yes","No","Yes","No","No","M-T-M","Yes","MC",36.85,108.7,1.85,"Yes","0-12","$24-$48"
"4968","Male",0,"Yes","No",72,"Yes","Yes","FO","No","Yes","Yes","No","Yes","Yes","2yr","Yes","BT",103.75,7346.2,123.8,"No","60-72","$96-$120"
"4969","Male",0,"Yes","Yes",66,"No","Nps","DSL","No","Yes","Yes","No","Yes","Yes","2yr","Yes","CC",56.75,3708.4,37.1,"No","60-72","$48-$72"
"4970","Male",0,"Yes","Yes",24,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","Yes","CC",20.8,469.65,29.55,"No","12-24","$0-$24"
"4971","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","Yes","EC",44.1,44.1,0,"Yes","0-12","$24-$48"
"4972","Female",0,"Yes","Yes",56,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","Yes","MC",24.45,1385.85,-16.65,"No","48-60","$24-$48"
"4973","Female",1,"Yes","No",22,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","BT",25.6,548.8,14.4,"No","12-24","$24-$48"
"4974","Male",0,"No","No",14,"No","Nps","DSL","No","No","Yes","No","Yes","Yes","M-T-M","Yes","EC",50.75,712.75,-2.25,"Yes","12-24","$48-$72"
"4975","Female",1,"Yes","No",61,"Yes","Yes","FO","No","Yes","Yes","No","Yes","Yes","1yr","Yes","CC",104.4,6405,-36.6,"Yes","60-72","$96-$120"
"4976","Female",1,"Yes","No",40,"No","Nps","DSL","No","Yes","No","No","Yes","No","M-T-M","Yes","EC",39.3,1637.4,-65.4,"Yes","36-48","$24-$48"
"4977","Female",0,"No","No",42,"Yes","No","DSL","Yes","Yes","Yes","No","No","No","M-T-M","No","BT",59.65,2536.55,-31.25,"No","36-48","$48-$72"
"4978","Female",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","2yr","Yes","BT",83.3,6042.7,-45.1,"No","60-72","$72-$96"
"4979","Female",0,"No","No",12,"Yes","Yes","FO","No","No","No","Yes","No","No","M-T-M","Yes","CC",79.55,958.25,-3.65,"No","0-12","$72-$96"
"4980","Male",0,"Yes","No",71,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","BT",24.45,1730.65,5.3,"No","60-72","$24-$48"
"4981","Female",0,"Yes","No",26,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","MC",19.2,459.6,39.6,"No","24-36","$0-$24"
"4982","Female",0,"No","Yes",7,"No","Nps","DSL","Yes","No","No","No","No","No","M-T-M","No","MC",29.8,201.95,6.65,"No","0-12","$24-$48"
"4983","Female",0,"Yes","Yes",6,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","No","MC",45.5,285.2,-12.2,"No","0-12","$24-$48"
"4984","Female",0,"No","No",58,"Yes","No","FO","Yes","Yes","Yes","No","Yes","Yes","1yr","Yes","EC",106.45,6145.85,28.25,"Yes","48-60","$96-$120"
"4985","Male",0,"Yes","No",51,"No","Nps","DSL","No","Yes","No","No","No","No","M-T-M","Yes","CC",30.05,1529.45,3.1,"No","48-60","$24-$48"
"4986","Male",0,"Yes","Yes",72,"No","Nps","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","Yes","BT",65.65,4664.5,62.3,"No","60-72","$48-$72"
"4987","Female",0,"No","No",18,"Yes","No","FO","Yes","No","No","No","Yes","Yes","M-T-M","Yes","EC",96.05,1740.7,-11.8,"Yes","12-24","$96-$120"
"4988","Female",0,"No","No",7,"Yes","Yes","FO","No","No","No","No","No","No","M-T-M","Yes","BT",75.1,552.95,-27.25,"Yes","0-12","$72-$96"
"4989","Female",0,"No","No",47,"Yes","Yes","DSL","Yes","Yes","No","Yes","No","Yes","2yr","No","MC",74.05,3496.3,-15.95,"No","36-48","$72-$96"
"4990","Male",1,"No","No",2,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","Yes","EC",44.7,93.7,-4.3,"Yes","0-12","$24-$48"
"4991","Male",1,"No","No",62,"Yes","Yes","FO","No","Yes","Yes","Yes","Yes","Yes","1yr","Yes","BT",110.75,7053.35,-186.85,"No","60-72","$96-$120"
"4992","Female",0,"Yes","Yes",16,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",19.7,301.55,13.65,"No","12-24","$0-$24"
"4993","Male",0,"No","No",6,"Yes","No","DSL","No","No","No","Yes","No","No","M-T-M","Yes","CC",49.5,312.7,-15.7,"No","0-12","$48-$72"
"4994","Male",0,"No","No",19,"Yes","No","DSL","No","No","Yes","Yes","No","No","M-T-M","Yes","CC",55,1046.5,-1.5,"Yes","12-24","$48-$72"
"4995","Female",0,"Yes","Yes",69,"No","Nps","DSL","Yes","No","Yes","No","No","Yes","2yr","Yes","CC",43.95,2960.1,72.45,"No","60-72","$24-$48"
"4996","Male",0,"Yes","Yes",11,"Yes","Yes","FO","No","No","No","No","No","No","M-T-M","Yes","EC",74.35,834.2,-16.35,"Yes","0-12","$72-$96"
"4997","Female",0,"Yes","No",64,"Yes","Yes","FO","No","Yes","Yes","Yes","Yes","Yes","M-T-M","Yes","EC",111.15,6953.4,160.2,"No","60-72","$96-$120"
"4998","Female",0,"Yes","No",39,"Yes","No","FO","Yes","No","Yes","Yes","Yes","Yes","1yr","Yes","CC",104.7,4134.85,-51.55,"Yes","36-48","$96-$120"
"4999","Female",0,"No","No",15,"Yes","Yes","DSL","Yes","No","No","No","No","No","M-T-M","Yes","MC",55.7,899.8,-64.3,"Yes","12-24","$48-$72"
"5000","Male",0,"No","No",25,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",20.6,541.5,-26.5,"No","24-36","$0-$24"
"5001","Female",0,"No","No",6,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","CC",19.65,116.85,1.05,"No","0-12","$0-$24"
"5002","Male",0,"Yes","No",66,"Yes","Yes","FO","Yes","Yes","Yes","Yes","Yes","Yes","1yr","No","BT",115.8,7942.15,-299.35,"No","60-72","$96-$120"
"5003","Female",0,"No","No",61,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","2yr","No","CC",88.65,5321.25,86.4,"No","60-72","$72-$96"
"5004","Female",1,"Yes","No",43,"Yes","Yes","FO","Yes","Yes","No","No","Yes","No","M-T-M","Yes","EC",94.5,4156.8,-93.3,"No","36-48","$72-$96"
"5005","Female",0,"No","No",12,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",20.1,223.6,17.6,"No","0-12","$0-$24"
"5006","Male",1,"No","No",23,"No","Nps","DSL","No","No","No","No","No","Yes","M-T-M","Yes","BT",34.65,768.45,28.5,"No","12-24","$24-$48"
"5007","Male",1,"Yes","No",71,"No","Nps","DSL","No","Yes","Yes","No","Yes","Yes","M-T-M","Yes","BT",52.3,3765.05,-51.75,"No","60-72","$48-$72"
"5008","Female",0,"No","No",34,"Yes","Yes","DSL","No","No","No","Yes","Yes","No","M-T-M","No","MC",65,2157.5,52.5,"No","24-36","$48-$72"
"5009","Female",0,"No","No",5,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","CC",19.85,108.05,-8.8,"Yes","0-12","$0-$24"
"5010","Female",0,"Yes","No",41,"No","Nps","DSL","No","Yes","No","Yes","No","No","1yr","No","MC",35.45,1391.65,61.8,"No","36-48","$24-$48"
"5011","Female",0,"Yes","Yes",72,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","CC",19.7,1379.8,38.6,"No","60-72","$0-$24"
"5012","Male",1,"No","No",14,"Yes","Yes","FO","No","No","No","No","Yes","Yes","M-T-M","Yes","EC",95.6,1273.3,65.1,"No","12-24","$72-$96"
"5013","Female",0,"No","No",41,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","Yes","MC",19.85,810.45,3.4,"No","36-48","$0-$24"
"5014","Female",0,"Yes","Yes",23,"Yes","Yes","FO","Yes","No","No","No","No","No","1yr","No","CC",81.85,1810.85,71.7,"No","12-24","$72-$96"
"5015","Male",0,"Yes","Yes",71,"Yes","No","FO","Yes","Yes","Yes","Yes","Yes","Yes","2yr","No","CC",109.3,7782.85,-22.55,"No","60-72","$96-$120"
"5016","Female",0,"No","No",1,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","EC",70.3,70.3,0,"Yes","0-12","$48-$72"
"5017","Male",0,"Yes","No",72,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",25.4,1797.1,31.7,"No","60-72","$24-$48"
"5018","Male",0,"Yes","Yes",6,"Yes","No","FO","No","No","No","No","No","No","M-T-M","Yes","EC",69.8,377.85,40.95,"No","0-12","$48-$72"
"5019","Male",0,"Yes","Yes",23,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","Yes","CC",20,445.3,14.7,"No","12-24","$0-$24"
"5020","Male",1,"Yes","No",10,"Yes","Yes","FO","No","No","No","No","No","Yes","M-T-M","No","EC",85.55,851.75,3.75,"Yes","0-12","$72-$96"
"5021","Female",0,"No","No",72,"Yes","No","FO","Yes","Yes","Yes","Yes","Yes","Yes","2yr","Yes","EC",109.9,7624.2,288.6,"No","60-72","$96-$120"
"5022","Female",0,"Yes","No",7,"Yes","No","DSL","Yes","No","No","No","No","No","M-T-M","Yes","BT",50.3,355.1,-3,"No","0-12","$48-$72"
"5023","Male",0,"No","Yes",6,"Yes","No","FO","No","No","Yes","No","Yes","Yes","M-T-M","No","MC",94.5,575.45,-8.45,"Yes","0-12","$72-$96"
"5024","Male",0,"Yes","Yes",9,"Yes","No","FO","No","Yes","No","Yes","Yes","Yes","M-T-M","Yes","EC",101.5,906.85,6.65,"No","0-12","$96-$120"
"5025","Female",0,"No","No",12,"Yes","Yes","FO","No","Yes","No","No","No","Yes","M-T-M","Yes","EC",89.15,1057.55,12.25,"No","0-12","$72-$96"
"5026","Female",0,"No","No",1,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","Yes","MC",19.4,19.4,0,"No","0-12","$0-$24"
"5027","Female",1,"Yes","Yes",48,"No","Nps","DSL","No","Yes","No","No","No","No","1yr","No","BT",29.9,1388.75,46.45,"No","36-48","$24-$48"
"5028","Male",0,"No","No",20,"Yes","No","FO","No","No","No","No","Yes","No","M-T-M","No","EC",78.8,1641.3,-65.3,"No","12-24","$72-$96"
"5029","Female",1,"Yes","No",16,"Yes","Yes","FO","No","No","No","No","No","Yes","M-T-M","Yes","CC",85.35,1375.15,-9.55,"Yes","12-24","$72-$96"
"5030","Female",0,"No","No",2,"Yes","No","FO","No","No","No","No","Yes","No","M-T-M","Yes","MC",79.65,152.7,6.6,"Yes","0-12","$72-$96"
"5031","Female",0,"No","No",10,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","Yes","MC",19.3,185.2,7.8,"No","0-12","$0-$24"
"5032","Female",1,"No","No",2,"Yes","No","FO","No","No","No","No","No","Yes","M-T-M","Yes","EC",79.6,195.05,-35.85,"Yes","0-12","$72-$96"
"5033","Male",0,"Yes","Yes",20,"Yes","Yes","FO","No","Yes","No","Yes","Yes","No","M-T-M","No","MC",96.8,1826.7,109.3,"No","12-24","$96-$120"
"5034","Male",0,"Yes","No",20,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","MC",20.65,417.5,-4.5,"No","12-24","$0-$24"
"5035","Male",0,"Yes","Yes",19,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","MC",19.8,344.5,31.7,"No","12-24","$0-$24"
"5036","Male",1,"No","No",19,"Yes","Yes","FO","Yes","No","No","No","Yes","No","M-T-M","Yes","EC",90.6,1660,61.4,"Yes","12-24","$72-$96"
"5037","Male",0,"Yes","No",22,"Yes","No","FO","Yes","Yes","No","Yes","Yes","Yes","M-T-M","Yes","EC",104.6,2180.55,120.65,"No","12-24","$96-$120"
"5038","Female",0,"No","No",35,"Yes","Yes","FO","No","No","No","Yes","No","No","M-T-M","No","CC",80.05,2835.9,-34.15,"No","24-36","$72-$96"
"5039","Female",0,"No","No",1,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","No","MC",45.15,45.15,0,"No","0-12","$24-$48"
"5040","Male",0,"No","No",39,"Yes","Yes","FO","No","No","No","No","No","No","M-T-M","Yes","CC",73.15,2730.85,122,"No","36-48","$72-$96"
"5041","Female",1,"Yes","No",54,"Yes","No","FO","No","No","Yes","Yes","Yes","Yes","1yr","Yes","EC",99.1,5437.1,-85.7,"No","48-60","$96-$120"
"5042","Female",0,"No","No",1,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","Yes","BT",20.2,20.2,0,"Yes","0-12","$0-$24"
"5043","Male",0,"Yes","No",66,"Yes","Yes","FO","Yes","No","Yes","No","Yes","Yes","2yr","Yes","CC",106.05,6981.35,17.95,"Yes","60-72","$96-$120"
"5044","Male",0,"No","No",56,"Yes","Yes","FO","Yes","No","No","Yes","Yes","Yes","M-T-M","Yes","MC",105.35,5794.45,105.15,"No","48-60","$96-$120"
"5045","Male",0,"No","Yes",18,"Yes","No","DSL","No","No","No","No","No","No","M-T-M","Yes","CC",45.65,747.2,74.5,"No","12-24","$24-$48"
"5046","Female",0,"Yes","Yes",16,"Yes","Yes","FO","No","Yes","No","No","No","No","M-T-M","Yes","CC",79.95,1267.95,11.25,"No","12-24","$72-$96"
"5047","Female",0,"No","No",68,"Yes","No","DSL","Yes","No","Yes","No","No","No","1yr","Yes","CC",54.45,3674.95,27.65,"No","60-72","$48-$72"
"5048","Female",1,"Yes","No",53,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","CC",25.1,1275.6,54.7,"No","48-60","$24-$48"
"5049","Female",0,"Yes","Yes",72,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","2yr","No","CC",84.7,5893.9,204.5,"No","60-72","$72-$96"
"5050","Male",0,"No","No",9,"Yes","Yes","FO","No","No","No","No","No","No","M-T-M","Yes","EC",75.85,724.65,-42,"No","0-12","$72-$96"
"5051","Female",0,"No","No",30,"Yes","No","DSL","Yes","No","No","No","No","No","M-T-M","Yes","MC",48.8,1536.75,-72.75,"No","24-36","$48-$72"
"5052","Female",0,"No","No",36,"Yes","Yes","FO","No","Yes","No","No","Yes","Yes","M-T-M","Yes","EC",99.15,3615.6,-46.2,"Yes","24-36","$96-$120"
"5053","Female",0,"No","No",18,"No","Nps","DSL","No","No","Yes","Yes","No","No","M-T-M","Yes","EC",35.2,607.3,26.3,"No","12-24","$24-$48"
"5054","Female",1,"Yes","Yes",55,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","No","1yr","No","EC",76.25,4154.55,39.2,"No","48-60","$72-$96"
"5055","Female",0,"Yes","No",39,"No","Nps","DSL","Yes","No","Yes","No","Yes","Yes","M-T-M","No","EC",55.9,2184.35,-4.25,"Yes","36-48","$48-$72"
"5056","Male",0,"No","No",21,"Yes","Yes","FO","No","Yes","No","No","No","No","M-T-M","Yes","EC",82.35,1852.85,-123.5,"Yes","12-24","$72-$96"
"5057","Male",0,"No","No",2,"No","Nps","DSL","No","Yes","Yes","Yes","No","No","M-T-M","Yes","CC",40.4,77.15,3.65,"Yes","0-12","$24-$48"
"5058","Male",1,"No","No",33,"Yes","Yes","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","Yes","BT",24.9,847.8,-26.1,"No","24-36","$24-$48"
"5059","Male",0,"Yes","No",44,"No","Nps","DSL","No","Yes","Yes","No","Yes","Yes","2yr","No","BT",54.3,2390.45,-1.25,"No","36-48","$48-$72"
"5060","Female",0,"Yes","Yes",30,"Yes","No","DSL","Yes","No","No","Yes","No","Yes","M-T-M","No","BT",66.3,1923.5,65.5,"No","24-36","$48-$72"
"5061","Female",0,"Yes","No",71,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","Yes","BT",20.9,1493.2,-9.3,"No","60-72","$0-$24"
"5062","Female",0,"No","No",4,"Yes","Yes","FO","No","No","No","No","No","No","M-T-M","No","EC",75.35,338.1,-36.7,"Yes","0-12","$72-$96"
"5063","Male",0,"No","Yes",35,"Yes","No","FO","No","No","Yes","No","Yes","No","1yr","Yes","EC",85.15,3030.6,-50.35,"Yes","24-36","$72-$96"
"5064","Male",0,"Yes","No",1,"Yes","No","FO","No","No","Yes","No","No","No","M-T-M","No","CC",75.35,75.35,0,"No","0-12","$72-$96"
"5065","Male",1,"Yes","No",23,"Yes","Yes","FO","No","Yes","Yes","No","Yes","Yes","M-T-M","Yes","EC",104.45,2184.85,217.5,"No","12-24","$96-$120"
"5066","Female",0,"No","Yes",22,"No","Nps","DSL","No","No","Yes","No","Yes","Yes","1yr","Yes","CC",49.45,1031.4,56.5,"No","12-24","$48-$72"
"5067","Female",0,"No","Yes",49,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","CC",19.45,921.3,31.75,"No","48-60","$0-$24"
"5068","Female",0,"Yes","Yes",42,"Yes","No","FO","No","No","Yes","No","Yes","Yes","M-T-M","Yes","EC",92.15,3875.4,-5.1,"No","36-48","$72-$96"
"5069","Female",0,"Yes","Yes",33,"Yes","No","FO","No","No","Yes","No","Yes","Yes","1yr","Yes","EC",93.8,3124.5,-29.1,"Yes","24-36","$72-$96"
"5070","Female",0,"Yes","Yes",7,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",19.85,144.15,-5.2,"No","0-12","$0-$24"
"5071","Female",0,"Yes","Yes",67,"Yes","Yes","FO","Yes","No","Yes","Yes","No","Yes","1yr","Yes","BT",100.25,6689,27.75,"No","60-72","$96-$120"
"5072","Male",0,"No","No",15,"Yes","Yes","FO","No","Yes","No","Yes","No","Yes","M-T-M","No","EC",95.7,1451.1,-15.6,"No","12-24","$72-$96"
"5073","Male",0,"Yes","No",67,"Yes","Yes","FO","No","Yes","Yes","No","No","Yes","2yr","Yes","EC",93.15,6368.2,-127.15,"No","60-72","$72-$96"
"5074","Male",0,"Yes","Yes",53,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","2yr","Yes","MC",69.7,3729.6,-35.5,"No","48-60","$48-$72"
"5075","Male",0,"Yes","Yes",21,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","MC",19.8,350.1,65.7,"No","12-24","$0-$24"
"5076","Female",0,"Yes","Yes",40,"Yes","No","DSL","Yes","Yes","No","Yes","No","Yes","M-T-M","Yes","MC",71.35,2847.2,6.8,"No","36-48","$48-$72"
"5077","Female",0,"Yes","Yes",22,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","No","BT",20.75,452.35,4.15,"No","12-24","$0-$24"
"5078","Male",0,"No","No",39,"No","Nps","DSL","No","No","No","Yes","No","Yes","M-T-M","Yes","EC",40.6,1494.5,88.9,"No","36-48","$24-$48"
"5079","Male",0,"No","No",45,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","1yr","Yes","EC",20.4,930.45,-12.45,"Yes","36-48","$0-$24"
"5080","Female",0,"Yes","No",2,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",20.35,41.85,-1.15,"No","0-12","$0-$24"
"5081","Female",0,"Yes","Yes",57,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","BT",19.75,1272.05,-146.3,"No","48-60","$0-$24"
"5082","Male",0,"Yes","Yes",8,"Yes","No","DSL","No","No","No","No","Yes","No","M-T-M","Yes","EC",54.4,475.1,-39.9,"No","0-12","$48-$72"
"5083","Male",1,"Yes","No",7,"Yes","Yes","FO","Yes","Yes","No","No","No","Yes","M-T-M","Yes","CC",94.7,673.1,-10.2,"Yes","0-12","$72-$96"
"5084","Male",0,"No","No",6,"No","Nps","DSL","No","Yes","No","No","No","No","M-T-M","Yes","CC",30.5,208.7,-25.7,"Yes","0-12","$24-$48"
"5085","Female",0,"Yes","Yes",7,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",20.45,150.75,-7.6,"No","0-12","$0-$24"
"5086","Male",0,"No","No",49,"Yes","Yes","DSL","No","No","No","Yes","Yes","No","2yr","Yes","BT",66.15,3199,42.35,"No","48-60","$48-$72"
"5087","Female",0,"No","No",65,"Yes","Yes","FO","Yes","Yes","No","Yes","No","No","1yr","Yes","EC",89.85,5844.65,-4.4,"No","60-72","$72-$96"
"5088","Female",0,"No","No",55,"Yes","No","DSL","No","No","No","No","No","No","1yr","No","BT",45.05,2462.6,15.15,"No","48-60","$24-$48"
"5089","Male",0,"Yes","Yes",71,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","2yr","No","BT",86.85,6263.8,-97.45,"No","60-72","$72-$96"
"5090","Male",0,"No","No",35,"Yes","Yes","FO","Yes","Yes","Yes","Yes","No","No","M-T-M","Yes","MC",96.75,3403.4,-17.15,"No","24-36","$96-$120"
"5091","Male",1,"No","No",3,"Yes","Yes","FO","No","No","No","No","No","No","M-T-M","Yes","EC",77,237.75,-6.75,"Yes","0-12","$72-$96"
"5092","Female",0,"No","Yes",11,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","CC",20.1,221.35,-0.25,"Yes","0-12","$0-$24"
"5093","Female",0,"No","No",1,"Yes","No","FO","No","No","Yes","No","No","No","M-T-M","No","EC",75.3,75.3,0,"Yes","0-12","$72-$96"
"5094","Male",0,"No","No",17,"Yes","Yes","FO","Yes","Yes","Yes","Yes","Yes","No","M-T-M","Yes","BT",106.65,1672.1,140.95,"No","12-24","$96-$120"
"5095","Female",0,"Yes","No",72,"Yes","Yes","FO","Yes","No","Yes","Yes","Yes","Yes","2yr","Yes","CC",110.15,7881.2,49.6,"No","60-72","$96-$120"
"5096","Female",0,"Yes","Yes",28,"Yes","No","FO","Yes","No","No","No","No","Yes","1yr","Yes","BT",82.85,2320.8,-1,"No","24-36","$72-$96"
"5097","Female",0,"Yes","No",18,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",20.1,370.5,-8.7,"No","12-24","$0-$24"
"5098","Female",1,"Yes","No",40,"Yes","No","FO","No","Yes","No","Yes","Yes","Yes","1yr","Yes","CC",99.2,4062.2,-94.2,"Yes","36-48","$96-$120"
"5099","Female",0,"No","No",52,"Yes","No","DSL","No","No","Yes","No","No","Yes","M-T-M","Yes","EC",59.45,3043.7,47.7,"No","48-60","$48-$72"
"5100","Female",0,"Yes","No",47,"Yes","No","DSL","No","Yes","No","No","Yes","No","M-T-M","Yes","BT",58.6,2723.4,30.8,"No","36-48","$48-$72"
"5101","Female",0,"No","No",23,"Yes","No","DSL","No","No","Yes","No","No","No","M-T-M","No","CC",49.7,1081.25,61.85,"No","12-24","$48-$72"
"5102","Male",0,"Yes","Yes",66,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","2yr","No","MC",65.85,4097.05,249.05,"No","60-72","$48-$72"
"5103","Female",0,"No","No",8,"Yes","Yes","FO","No","No","No","No","No","No","M-T-M","Yes","EC",73.5,632.2,-44.2,"No","0-12","$72-$96"
"5104","Male",1,"No","No",47,"Yes","No","FO","Yes","No","No","No","No","Yes","M-T-M","No","MC",85.5,4042.3,-23.8,"Yes","36-48","$72-$96"
"5105","Female",0,"No","No",7,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","M-T-M","No","MC",20.05,164.85,-24.5,"Yes","0-12","$0-$24"
"5106","Female",0,"Yes","Yes",71,"Yes","Yes","FO","Yes","Yes","Yes","Yes","Yes","Yes","2yr","No","CC",113.65,8166.8,-97.65,"No","60-72","$96-$120"
"5107","Female",1,"No","No",50,"Yes","Yes","FO","Yes","Yes","No","No","No","No","M-T-M","Yes","EC",83.4,4113.7,56.3,"No","48-60","$72-$96"
"5108","Male",0,"Yes","No",46,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","2yr","No","MC",65.65,3047.15,-27.25,"No","36-48","$48-$72"
"5109","Male",0,"No","No",1,"Yes","No","FO","No","No","No","No","No","No","M-T-M","No","EC",70.4,70.4,0,"Yes","0-12","$48-$72"
"5110","Female",0,"No","No",66,"No","Nps","DSL","Yes","No","Yes","Yes","Yes","Yes","2yr","Yes","BT",61.35,4193.4,-144.3,"No","60-72","$48-$72"
"5111","Female",0,"Yes","No",42,"Yes","Yes","FO","No","No","Yes","Yes","No","No","M-T-M","Yes","CC",85.9,3729.75,-121.95,"No","36-48","$72-$96"
"5112","Female",0,"No","No",5,"Yes","No","FO","No","No","No","Yes","No","No","M-T-M","Yes","MC",75.65,399.45,-21.2,"No","0-12","$72-$96"
"5113","Male",0,"Yes","Yes",7,"Yes","No","DSL","Yes","No","No","No","No","No","1yr","Yes","EC",49.75,331.3,16.95,"Yes","0-12","$48-$72"
"5114","Male",0,"No","No",29,"Yes","Yes","DSL","No","Yes","Yes","No","No","Yes","1yr","No","CC",70.9,1964.6,91.5,"No","24-36","$48-$72"
"5115","Female",0,"Yes","Yes",27,"Yes","No","DSL","No","Yes","No","No","No","No","M-T-M","No","MC",49.85,1336.15,9.8,"No","24-36","$48-$72"
"5116","Female",1,"No","No",15,"Yes","No","FO","No","Yes","No","No","No","No","M-T-M","Yes","CC",75.3,1147.45,-17.95,"Yes","12-24","$72-$96"
"5117","Female",0,"Yes","Yes",25,"Yes","No","No","Nis","Nis","Nis","Nis","Nis","Nis","2yr","No","MC",20.1,486.05,16.45,"No","24-36","$0-$24"
"5118","Female",0,"Yes","No",11,"Yes","Yes","FO","No","No","No","No","Yes","Yes","M-T-M","Yes","EC",94,1078.9,-44.9,"Yes","0-12","$72-$96"
"5119","Male",0,"Yes","No",57,"Yes","Yes","FO","Yes","Yes","Yes","Yes","Yes","No","M-T-M","Yes","EC",103.05,5925.75,-51.9,"No","48-60","$96-$120"
"5120","Male",0,"No","No",67,"Yes","Yes","FO","Yes","Yes","Yes","Yes","Yes","Yes","1yr","Yes","BT",118.35,7804.15,125.3,"Yes","60-72","$96-$120"
"5121","Female",1,"Yes","No",47,"Yes","Yes","FO","No","No","Yes","No","Yes","Yes","M-T-M","No","EC",99.7,4747.2,-61.3,"No","36-48","$96-$120"
"5122","Female",0,"No","No",13,"Yes","No","FO","No","No","No","No","Yes","No","M-T-M","Yes","MC",81.9,1028.9,35.8,"No","12-24","$72-$96"
"5123","Male",0,"No","No",8,"No","Nps","DSL","Yes","No","No","No","No","No","M-T-M","Yes","EC",30.45,226.45,17.15,"Yes","0-12","$24-$48"
"5124","Female",0,"Yes","No",44,"Yes","Yes","FO","No","No","No","No","Yes","Yes","M-T-M","Yes","EC",96.1,4364.1,-135.7,"Yes","36-48","$96-$120"
